Vardas         Pavarde             p1   p2   p3   p4   p5   p6   p7   p8   p9   p10  p11  p12  p13  p14  p15  egz  
Vardas302      Pavarde302          10   2    6    10   2    7    3    7    3    9    4    1    6    2    4    9    
Vardas303      Pavarde303          1    9    7    8    6    6    9    4    1    9    1    1    3    3    4    9    
Vardas304      Pavarde304          1    9    5    5    4    4    1    2    6    2    3    1    2    3    3    5    
Vardas305      Pavarde305          8    1    1    10   1    8    7    8    3    2    9    2    10   10   8    7    
Vardas306      Pavarde306          3    7    7    3    2    7    2    6    4    6    2    7    2    6    4    6    
Vardas307      Pavarde307          2    2    9    9    3    9    7    6    3    4    8    5    2    8    8    2    
Vardas308      Pavarde308          6    6    1    4    1    9    3    5    5    6    6    5    7    8    1    8    
Vardas309      Pavarde309          6    6    1    10   5    3    7    6    6    7    4    8    2    4    6    3    
Vardas310      Pavarde310          8    5    7    5    5    4    8    3    4    9    6    1    3    7    1    1    
Vardas311      Pavarde311          3    5    10   5    2    1    4    10   2    8    9    4    9    8    10   3    
Vardas312      Pavarde312          4    10   9    6    9    7    8    8    5    3    5    1    3    5    8    10   
Vardas313      Pavarde313          7    10   4    2    7    4    1    1    1    4    10   1    6    7    6    2    
Vardas314      Pavarde314          10   3    7    8    7    9    9    5    3    1    3    8    1    4    6    1    
Vardas315      Pavarde315          6    9    8    2    8    3    1    5    6    5    4    5    10   10   4    6    
Vardas316      Pavarde316          3    8    7    1    1    4    5    9    9    4    5    1    2    9    9    6    
Vardas317      Pavarde317          1    4    10   5    9    1    3    1    7    5    7    1    10   5    6    10   
Vardas318      Pavarde318          10   2    5    3    10   1    7    2    7    6    1    8    10   10   4    8    
Vardas319      Pavarde319          8    1    3    3    7    10   3    9    3    5    8    5    1    5    6    2    
Vardas320      Pavarde320          10   5    1    7    7    10   9    8    4    1    3    3    4    8    9    5    
Vardas321      Pavarde321          10   1    3    3    8    8    4    1    7    7    3    6    1    9    7    10   
Vardas322      Pavarde322          2    10   3    3    2    8    8    3    10   8    3    5    3    6    7    10   
Vardas323      Pavarde323          1    4    7    1    5    9    5    6    2    9    8    4    3    3    3    1    
Vardas324      Pavarde324          8    10   5    3    3    8    10   8    6    10   5    2    10   3    4    1    
Vardas325      Pavarde325          9    5    7    2    3    10   2    4    9    3    7    1    4    8    2    3    
Vardas326      Pavarde326          3    8    6    8    5    5    6    10   2    8    5    10   2    9    9    10   
Vardas327      Pavarde327          3    9    4    6    1    2    8    7    6    8    4    8    5    5    4    5    
Vardas328      Pavarde328          3    10   4    1    10   3    4    5    9    10   9    10   9    2    2    8    
Vardas329      Pavarde329          6    10   8    7    2    2    9    4    6    4    5    5    9    4    7    9    
Vardas330      Pavarde330          10   4    1    3    9    4    8    9    6    7    9    8    4    4    3    5    
Vardas331      Pavarde331          6    7    5    4    8    2    1    8    1    8    7    10   5    7    7    7    
Vardas332      Pavarde332          3    4    7    5    9    6    2    2    8    8    1    3    5    9    7    4    
Vardas333      Pavarde333          7    9    9    5    6    4    8    3    2    9    8    8    10   1    4    4    
Vardas334      Pavarde334          1    10   10   4    3    5    8    2    2    1    10   7    8    7    3    9    
Vardas335      Pavarde335          8    10   10   5    4    7    9    7    5    4    7    5    5    5    6    8    
Vardas336      Pavarde336          3    4    2    1    6    7    7    2    6    3    8    6    4    5    5    8    
Vardas337      Pavarde337          3    5    6    8    1    2    4    6    5    9    1    5    5    3    5    9    
Vardas338      Pavarde338          6    2    5    9    7    9    3    5    5    4    3    3    8    2    2    8    
Vardas339      Pavarde339          9    5    7    6    5    2    10   10   5    2    6    1    4    8    6    6    
Vardas340      Pavarde340          8    2    2    1    9    10   10   1    10   1    7    6    2    9    10   9    
Vardas341      Pavarde341          5    10   6    4    9    9    2    2    1    9    2    3    1    7    3    3    
Vardas342      Pavarde342          3    4    7    3    4    3    5    2    10   5    2    5    8    6    5    5    
Vardas343      Pavarde343          8    9    3    6    8    5    8    7    2    10   4    10   9    1    9    8    
Vardas344      Pavarde344          6    1    10   9    7    10   6    7    5    10   4    3    3    8    1    10   
Vardas345      Pavarde345          9    3    10   6    8    2    4    1    2    1    1    6    5    4    9    4    
Vardas346      Pavarde346          1    2    5    5    7    9    2    10   7    7    9    9    1    5    10   9    
Vardas347      Pavarde347          8    6    5    1    7    8    2    2    10   5    1    9    2    10   4    8    
Vardas348      Pavarde348          1    2    8    2    5    5    6    9    10   8    6    6    7    8    2    3    
Vardas349      Pavarde349          2    8    4    4    2    7    6    10   8    1    7    10   3    10   3    10   
Vardas350      Pavarde350          9    9    3    9    4    5    8    9    10   4    3    3    9    6    7    10   
Vardas351      Pavarde351          3    10   3    2    1    5    4    4    1    4    9    5    9    5    2    6    
Vardas352      Pavarde352          3    1    10   2    1    2    5    10   4    4    2    5    5    1    9    2    
Vardas353      Pavarde353          8    7    4    9    7    6    8    5    8    2    3    4    4    10   2    2    
Vardas354      Pavarde354          3    9    1    5    9    7    9    8    8    10   3    5    6    10   2    6    
Vardas355      Pavarde355          7    4    9    3    5    4    9    3    8    9    5    8    5    9    10   6    
Vardas356      Pavarde356          2    4    2    4    3    8    1    2    3    3    4    2    3    1    7    8    
Vardas357      Pavarde357          1    9    5    8    6    6    9    8    4    10   3    10   3    7    2    6    
Vardas358      Pavarde358          4    8    10   6    7    7    9    7    3    8    7    1    6    7    6    4    
Vardas359      Pavarde359          9    6    4    6    5    7    4    2    2    10   3    6    3    3    9    4    
Vardas360      Pavarde360          8    8    7    1    10   1    2    7    2    5    2    6    9    9    3    5    
Vardas361      Pavarde361          2    1    9    6    1    8    8    4    7    6    9    6    8    5    9    4    
Vardas362      Pavarde362          9    3    10   1    2    1    5    6    7    3    5    9    3    7    8    5    
Vardas363      Pavarde363          7    8    5    4    5    5    3    10   9    5    1    8    7    9    8    8    
Vardas364      Pavarde364          3    3    6    9    7    9    9    6    1    7    1    4    8    2    3    6    
Vardas365      Pavarde365          4    1    5    10   8    8    3    6    3    7    4    2    3    10   5    4    
Vardas366      Pavarde366          6    3    4    6    2    2    9    2    4    9    8    6    7    3    3    5    
Vardas367      Pavarde367          4    10   8    10   8    10   6    7    9    8    2    3    3    9    8    3    
Vardas368      Pavarde368          10   2    5    8    2    8    3    2    10   10   1    10   5    8    3    1    
Vardas369      Pavarde369          8    5    4    3    10   4    6    7    8    3    3    6    8    5    2    2    
Vardas370      Pavarde370          5    8    3    9    9    8    10   8    10   4    3    9    3    6    1    2    
Vardas371      Pavarde371          7    4    4    7    3    10   6    5    7    5    3    7    6    4    7    5    
Vardas372      Pavarde372          6    6    7    8    6    7    8    5    8    4    4    10   6    5    6    4    
Vardas373      Pavarde373          6    8    5    4    2    9    2    6    8    4    6    10   10   4    10   10   
Vardas374      Pavarde374          2    9    7    5    9    1    8    1    1    9    10   6    1    2    10   9    
Vardas375      Pavarde375          6    2    5    7    2    2    2    7    5    5    10   2    9    7    5    10   
Vardas376      Pavarde376          5    7    6    8    1    3    6    1    4    5    2    6    5    2    1    1    
Vardas377      Pavarde377          2    3    9    3    4    7    4    4    7    7    9    7    6    3    2    5    
Vardas378      Pavarde378          10   4    6    9    8    2    5    1    8    4    9    3    2    7    9    1    
Vardas379      Pavarde379          1    1    3    6    7    1    6    7    6    2    8    3    4    10   1    9    
Vardas380      Pavarde380          7    9    4    7    9    3    2    7    6    3    7    6    1    6    2    8    
Vardas381      Pavarde381          4    10   3    10   5    9    6    8    1    2    3    5    8    6    10   10   
Vardas382      Pavarde382          4    3    5    2    7    8    1    8    1    2    7    1    1    8    4    2    
Vardas383      Pavarde383          3    5    3    2    7    5    10   3    3    6    9    3    1    3    6    3    
Vardas384      Pavarde384          5    3    9    6    3    3    5    10   4    5    9    4    7    7    7    3    
Vardas385      Pavarde385          1    7    10   8    5    4    1    6    5    9    2    1    1    3    8    7    
Vardas386      Pavarde386          3    6    1    7    8    7    4    10   3    10   7    2    6    5    6    1    
Vardas387      Pavarde387          9    3    2    4    5    9    9    1    8    8    5    6    9    9    6    10   
